manifest_id,doc_id,source_domain,event_published_at,event_ts_hour,title,generated_on
376,ZZM_CN_3d51218070d8,zzmetro.cn,2017-09-02 09:12:00,2017-09-02 09:00:00,传承红色精神 锤炼党性修养 地处鄂豫皖三省交界地带的大别山区具有悠久的革命历史，不仅是土地革命时期鄂豫皖革命根据地，也是中国工农红军红四方面军的诞生地，还是解放战争时期刘邓大军战略跃进的落脚地和... 地处鄂豫皖三省交界地带的大别山区具有悠久的革命历史，不仅是土地革命时期鄂豫皖革命根据地，也是中国工农红军红四方面军的诞生地，还是解放战争时期刘邓大军战略跃进的落脚地和,2025-12-24
377,ZZM_CN_4f5d4a444cf9,zzmetro.cn,2017-08-15 14:49:00,2017-08-15 14:00:00,公司召开纪念建军90周年暨复退转军人慰问座谈会 公司召开纪念建军90周年暨复退转军人,2025-12-24
378,ZZM_CN_8982525a4f13,zzmetro.cn,2017-08-03 14:51:00,2017-08-03 14:00:00,公司成功举办“爱岗做贡献，敬业为大家” 主题道德讲堂 为进一步加强道德建设，充分发挥道德讲堂在加强道德教育和构建社会主义核心价值体系中的教化熏陶作用，进一步向公司全体员工传播延伸正能量，公司于7月31日在25楼会议室举办了&ld... 为进一步加强道德建设，充分发挥道德讲堂在加强道德教育和构建社会主义核心价值体系中的教化熏陶作用，进一步向公司全体员工传播延伸正能量，公司于7月31日在25楼会议室举,2025-12-24
379,ZZM_CN_525174e7f8b2,zzmetro.cn,2017-08-01 15:07:00,2017-08-01 15:00:00,文化地铁再添新军——“郑州地铁文化艺站”落户紫荆山站负一层 文化地铁再添新军——“郑州地铁文化艺站”落户紫荆山站负一层... 文化地铁再添新军——“郑州地铁文化艺站”落户紫荆山站负一层,2025-12-24
380,ZZM_CN_8971103d930a,zzmetro.cn,2017-07-15 08:34:00,2017-07-15 08:00:00,欧洲投资银行对郑州市轨道交通4号线进行贷款项目考察 7月11日凌晨，由欧洲投资银行项目经理任涛带队的欧投行专家团抵郑，进行为期3天的郑州市轨道交通4号线欧投行贷款项目考察工作。在郑期间，欧投行专家团实地考察了1号线一期会展中... 7月11日凌晨，由欧洲投资银行项目经理任涛带队的欧投行专家团抵郑，进行为期3天的郑州市轨道交通4号线欧投行贷款项目考察工作。在郑期间，欧投行专家团实地考察了1号线一期会,2025-12-24
381,ZZM_CN_b0335ed97e40,zzmetro.cn,2017-07-06 10:14:00,2017-07-06 10:00:00,新款地铁文化纪念品上市 继地铁树脂手工雕刻列车车模等首批文化纪念品上市销售后，轨道公司近期推出新款文化纪念品，已在“郑州轨道文化”淘宝官方网站对外进行销售。这些新颖、实用的产品将... 继地铁树脂手工雕刻列车车模等首批文化纪念品上市销售后，轨道公司近期推出新款文化纪念品，已在“郑州轨道文化”淘宝官方网站对外进行销售。这些新颖、实用的产品将,2025-12-24
382,ZZM_CN_9e3043198add,zzmetro.cn,2017-06-09 21:17:00,2017-06-09 21:00:00,株洲市委副书记、市长阳卫国一行莅临公司调研 6月7日下午，株洲市委副书记、市长阳卫国率株洲市人民政府、市政协、中车株洲电力机车有限公司（以下简称“中车株机公司”）相关领导莅临公司调研，河南省政府办公厅省长... 6月7日下午，株洲市委副书记、市长阳卫国率株洲市人民政府、市政协、中车株洲电力机车有限公司（以下简称“中车株机公司”）相关领导莅临公司调研，河南省政府办公厅省长,2025-12-24
383,ZZM_CN_dae3793fa2f3,zzmetro.cn,2017-05-26 16:17:00,2017-05-26 16:00:00,市委副书记、市长程志明调研轨道 5月24日下午，市委副书记、市长程志明带领市直相关部门（单位）负责人来到3号线未来大道站施工现场进行调研。... 5月24日下午，市委副书记、市长程志明带领市直相关部门（单位）负责人来到3号线未来大道站施工现场进行调研。,2025-12-24
384,ZZM_CN_578642c80f17,zzmetro.cn,2017-05-11 16:45:00,2017-05-11 16:00:00,市委常委、组织部长焦豫汝一行视察指导公司党的建设工作 5月11日上午，市委常委、组织部长焦豫汝带领市管50多家国有企业党组织的100余位负责人，来到郑州地铁1号线紫荆山站展厅检查指导公司党的建设工作，公司领导陪同。焦豫汝一行来到... 5月11日上午，市委常委、组织部长焦豫汝带领市管50多家国有企业党组织的100余位负责人，来到郑州地铁1号线紫荆山站展厅检查指导公司党的建设工作，公司领导陪同。焦豫,2025-12-24
385,ZZM_CN_ab996107ab8f,zzmetro.cn,2017-04-29 15:57:00,2017-04-29 15:00:00,"公司召开2017年精细化管理工作推进会暨一季度质量安全讲评会 4月28日下午，公司在25楼会议室组织召开了2017年精细化管理工作推进会暨一季度质量安全讲评会, 会议邀请了郑州市精细化办公室相关领导参加。质量安全监察部、各项管部、在建... 4月28日下午，公司在25楼会议室组织召开了2017年精细化管理工作推进会暨一季度质量安全讲评会, 会议邀请了郑州市精细化办公室相关领导参加。质量安全监察部、",2025-12-24
386,ZZM_CN_4634b66e49a8,zzmetro.cn,2017-04-28 16:16:00,2017-04-28 16:00:00,"2017中国城市轨道交通关键技术论坛暨第二十六届地铁学术交流会在郑州举行 4月20-21日，由中国土木工程学会轨道交通分会及中国工程院土木、水利与建筑工程学部、河南省土木建筑学会共同主办, 郑州市轨道交通有限公司承办的“2017中国城市轨道交... 4月20-21日，由中国土木工程学会轨道交通分会及中国工程院土木、水利与建筑工程学部、河南省土木建筑学会共同主办, 郑州市轨道交通有限公司承办的“20",2025-12-24
387,ZZM_CN_2cdf7cc23ae5,zzmetro.cn,2017-04-15 15:57:00,2017-04-15 15:00:00,公司召开2017年上半年招标代理、造价咨询单位法人代表巡视工作会 4月13日上午，公司在25楼会议室组织召开2017年上半年招标代理、造价咨询单位法人代表巡视工作会议。公司相关招标、造价管理工作人员，以及北京中昌工程咨询有限公司、国信招标... 4月13日上午，公司在25楼会议室组织召开2017年上半年招标代理、造价咨询单位法人代表巡视工作会议。公司相关招标、造价管理工作人员，以及北京中昌工程咨询,2025-12-24
388,ZZM_CN_56c5b7896e38,zzmetro.cn,2017-04-05 13:23:00,2017-04-05 13:00:00,公司举办“弘扬民族精神缅怀革命先烈” 祭扫烈士陵园活动 为继承和发扬革命传统，更好地进行爱国主义教育。清明节来临之际，公司党委决定于4月1日下午，举办“弘扬民族精神，缅怀革命先烈”为主题的祭扫烈士陵园活动。公司机关各... 为继承和发扬革命传统，更好地进行爱国主义教育。清明节来临之际，公司党委决定于4月1日下午，举办“弘扬民族精神，缅怀革命先烈”为主题的祭扫烈士陵园活动。公司机关各,2025-12-24
389,ZZM_CN_746c661aee39,zzmetro.cn,2017-03-28 13:27:00,2017-03-28 13:00:00,省委常委、市委书记马懿视察轨道 3月25日上午，省委常委、市委书记马懿带领市直相关部门负责人来到5号线未来路站工程建设现场，视察轨道交通建设情况。市发改委、管城区、邮政公司、铁路局等相关单位主要领导，公... 3月25日上午，省委常委、市委书记马懿带领市直相关部门负责人来到5号线未来路站工程建设现场，视察轨道交通建设情况。市发改委、管城区、邮政公司、铁路局等相关单位主要领导，公,2025-12-24
390,ZZM_CN_1c5a63c1f840,zzmetro.cn,2017-03-11 13:30:00,2017-03-11 13:00:00,国家发改委基础产业司任虹一行调研郑州轨道交通 3月8日上午，国家发改委基础产业司副司长任虹、国家发改委基础产业司铁道处处长楚琪一行莅临郑州调研郑州轨道交通运营相关情况，省发改委领导殷建勇、胡军、冯雪，市委常委、宣传... 3月8日上午，国家发改委基础产业司副司长任虹、国家发改委基础产业司铁道处处长楚琪一行莅临郑州调研郑州轨道交通运营相关情况，省发改委领导殷建勇、胡军、冯雪，市委常委、宣传,2025-12-24
391,ZZM_CN_f106b839172b,zzmetro.cn,2017-03-08 13:32:00,2017-03-08 13:00:00,郑州市委宣传部副部长、市文明办主任裴保顺一行体验“雷锋号”地铁专列 3月4日上午，“文明之城 志愿郑州——省会2017年学雷锋志愿服务主题实践活动”启动仪式在郑州市绿城广场举行，公司向郑州市志愿服务项目援助慈善基金捐款，... 3月4日上午，“文明之城 志愿郑州——省会2017年学雷锋志愿服务主题实践活动”启动仪式在郑州市绿城广场举行，公司向郑州市志愿服务项目援助慈善基金捐款，,2025-12-24
392,ZZM_CN_2651a31aaec5,zzmetro.cn,2017-02-24 16:48:00,2017-02-24 16:00:00,风雪如岿  真情相随 2月21日，寒潮突至，一场暴雪降临在郑州的初春时节，给广大市民的日常出行带来极大的不便。对此，郑州地铁迅速作出反应，在各级领导的精心安排及部署下，已提前一天备好除雪剂、防滑垫... 2月21日，寒潮突至，一场暴雪降临在郑州的初春时节，给广大市民的日常出行带来极大的不便。对此，郑州地铁迅速作出反应，在各级领导的精心安排及部署下，已提前一天备好除雪剂、防滑垫,2025-12-24
393,ZZM_CN_a0d00417ff68,zzmetro.cn,2017-01-15 15:32:00,2017-01-15 15:00:00,双线开通 共迎新春 -- 城郊铁路一期、1号线二期工程开通试运营1月12日上午，郑州市轨道交通南四环至郑州南站城郊铁路一期、1号线二期工程开通试运营仪式在城郊铁路线新郑机场站举行。省委常委、... -- 城郊铁路一期、1号线二期工程开通试运营1月12日上午，郑州市轨道交通南四环至郑州南站城郊铁路一期、1号线二期工程开通试运营仪式在城郊铁路线新郑机场站举行。省委常委、,2025-12-24
394,ZZM_CN_d13dec9fd4e9,zzmetro.cn,2017-01-06 18:03:00,2017-01-06 18:00:00,郑州市轨道交通1号线二期工程试运营基本条件评审会圆满召开 12月29日，受河南省交通运输厅、郑州市交通运输委员会委托，交通运输部科学研究院组织专家对郑州市轨道交通1号线二期工程试运营基本条件进行评审。参与本次评审的25位专家由交... 12月29日，受河南省交通运输厅、郑州市交通运输委员会委托，交通运输部科学研究院组织专家对郑州市轨道交通1号线二期工程试运营基本条件进行评审。参与本次评审的25位专,2025-12-24
395,ZZM_CN_51727445653c,zzmetro.cn,2016-12-22 16:41:00,2016-12-22 16:00:00,公司举行参建单位廉洁从业谈话会 为加强轨道交通领域廉洁从业工作，2016年12月20日下午，公司召开了2017年参建单位双节廉洁从业谈话会。公司领导班子成员、驻轨道公司特派员、轨道交通在建及新开工线路勘察设计... 为加强轨道交通领域廉洁从业工作，2016年12月20日下午，公司召开了2017年参建单位双节廉洁从业谈话会。公司领导班子成员、驻轨道公司特派员、轨道交通在建及新开工线路勘察设计,2025-12-24
396,ZZM_CN_0d5f0d9ca269,zzmetro.cn,2016-12-10 18:06:00,2016-12-10 18:00:00,石家庄市党政考察团考察工程建设情况 12月6日，石家庄市委副书记张泽峰率领石家庄市党政考察团到我市参观考察。石家庄市委常委、常务副市长税勇一行到轨道交通5号线CBD站，考察轨道交通建设情况。市委常委、宣传部... 12月6日，石家庄市委副书记张泽峰率领石家庄市党政考察团到我市参观考察。石家庄市委常委、常务副市长税勇一行到轨道交通5号线CBD站，考察轨道交通建设情况。市委常委、宣传部,2025-12-24
397,ZZM_CN_1841837cea6d,zzmetro.cn,2016-10-20 09:07:00,2016-10-20 09:00:00,我市召开决战“十三五”轨道交通建设动员会 集中力量克难攻坚掀起轨道交通建设新高潮（转自郑州《郑州日报》2016年10月18日头版）,2025-12-24
398,ZZM_CN_4f20ebc4a4fe,zzmetro.cn,2016-10-15 09:10:00,2016-10-15 09:00:00,住房和城乡建设部督察组检查指导工作 10月10日至12日，由住房和城乡建设部质量安全司张红梅处长任组长，杨和平、韩少光、刁日明、李松梅等专家组成的质量安全督察组，对郑州市轨道交通5号线进行了为期3天的质量安全指... 10月10日至12日，由住房和城乡建设部质量安全司张红梅处长任组长，杨和平、韩少光、刁日明、李松梅等专家组成的质量安全督察组，对郑州市轨道交通5号线进行了为期3天的质量安全指,2025-12-24
399,ZZM_CN_6b4f93fa808f,zzmetro.cn,2016-10-08 09:25:00,2016-10-08 09:00:00,省委常委、市委书记马懿督导轨道 10月7日，省委常委、市委书记马懿，市委副书记、代市长程志明带领市直有关部门负责人，深入轨道交通施工现场，调研工程建设工作，看望慰问节日期间奋战在一线的工程建设者。马懿强调，... 10月7日，省委常委、市委书记马懿，市委副书记、代市长程志明带领市直有关部门负责人，深入轨道交通施工现场，调研工程建设工作，看望慰问节日期间奋战在一线的工程建设者。马懿强调，,2025-12-24
400,ZZM_CN_97637b67fc1f,zzmetro.cn,2016-10-08 09:24:00,2016-10-08 09:00:00,省交通运输厅副厅长唐彦民检查地铁运营工作 9月30日，省交通运输厅副厅长唐彦民一行检查2016年国庆假期轨道交通运营组织工作。市交运委主任吴耀田，副主任陆秀玲、李刚，公司相关领导陪同检查。 唐彦民一行对1号线燕庄站安... 9月30日，省交通运输厅副厅长唐彦民一行检查2016年国庆假期轨道交通运营组织工作。市交运委主任吴耀田，副主任陆秀玲、李刚，公司相关领导陪同检查。 唐彦民一行对1号线燕庄站安,2025-12-24
401,ZZM_CN_c1eaf17dbfcb,zzmetro.cn,2016-09-30 09:14:00,2016-09-30 09:00:00,“树立公司企业形象 共创和谐文明地铁”主题演讲比赛圆满成功 为弘扬正能量，唱响主旋律，9月28日，公司党委举行了“树立公司企业形象 共创和谐文明地铁”主题演讲比赛。来自公司各基层党组织的20名参赛选手，紧扣主题，进一步强化全心... 为弘扬正能量，唱响主旋律，9月28日，公司党委举行了“树立公司企业形象 共创和谐文明地铁”主题演讲比赛。来自公司各基层党组织的20名参赛选手，紧扣主题，进一步强化全心,2025-12-24
402,ZZM_CN_8df5f8e205b5,zzmetro.cn,2016-09-05 11:39:00,2016-09-05 11:00:00,市委副书记、代市长程志明调研轨道交通建设工作 9月2日，市委副书记、代市长程志明带领市直相关部门负责人深入轨道交通项目建设现场，详细了解站点建设和工程施工进展情况，并召开轨道交通工程建设推进会。市发改委、市建委、市... 9月2日，市委副书记、代市长程志明带领市直相关部门负责人深入轨道交通项目建设现场，详细了解站点建设和工程施工进展情况，并召开轨道交通工程建设推进会。市发改委、市建委、市,2025-12-24
403,ZZM_CN_8fcf6cb69c9f,zzmetro.cn,2016-09-05 11:38:00,2016-09-05 11:00:00,省委常委、市委书记马懿视察轨道 9月1日，省委常委、市委书记马懿到轨道交通5号线施工现场视察指导轨道交通建设工作。副市长张俊峰、市建委主任陈新等市直有关部门负责人，公司相关领导陪同。 马懿书记在认真听... 9月1日，省委常委、市委书记马懿到轨道交通5号线施工现场视察指导轨道交通建设工作。副市长张俊峰、市建委主任陈新等市直有关部门负责人，公司相关领导陪同。 马懿书记在认真听,2025-12-24
404,ZZM_CN_14d95950d892,zzmetro.cn,2016-08-22 17:01:00,2016-08-22 17:00:00,国家交通运输部检查指导轨道交通 8月19日，国家交通运输部运输服务司副司长蔡团结一行8人莅临郑州，对郑州市轨道交通安全生产工作进行检查指导。 检查组由国家交通运输部、住房和城乡建设部、国家安监总局，以及... 8月19日，国家交通运输部运输服务司副司长蔡团结一行8人莅临郑州，对郑州市轨道交通安全生产工作进行检查指导。 检查组由国家交通运输部、住房和城乡建设部、国家安监总局，以及,2025-12-24
405,ZZM_CN_cea38acb2581,zzmetro.cn,2016-08-22 17:00:00,2016-08-22 17:00:00,沈庆怀检查指导轨道交通2号线安防工作 8月17日，省公安厅副厅长、副市长、市公安局局长沈庆怀带领市公安局治安、消防、交警、地铁分局相关部门负责人，实地查看了轨道交通2号线安检、安保、消防等开通准备工作。公司... 8月17日，省公安厅副厅长、副市长、市公安局局长沈庆怀带领市公安局治安、消防、交警、地铁分局相关部门负责人，实地查看了轨道交通2号线安检、安保、消防等开通准备工作。公司,2025-12-24
406,ZZM_CN_a6408978b5b6,zzmetro.cn,2016-08-22 16:44:00,2016-08-22 16:00:00,郑州市轨道交通2号线一期工程开通试运营 8月19日，郑州市轨道交通2号线一期工程开通试运营仪式在1号线与2号线交叉换乘站紫荆山站举行。省委常委、市委书记马懿下达2号线一期工程开通试运营命令，郑州从此迈入地铁双线... 8月19日，郑州市轨道交通2号线一期工程开通试运营仪式在1号线与2号线交叉换乘站紫荆山站举行。省委常委、市委书记马懿下达2号线一期工程开通试运营命令，郑州从此迈入地铁双线,2025-12-24
407,ZZM_CN_0fc6a7585ec7,zzmetro.cn,2016-08-18 16:26:00,2016-08-18 16:00:00,郑州市轨道交通2号线一期开通纪念票上市发售 备受市民关注的郑州市轨道交通2号线一期工程在全社会的理解和支持下，历经数年的艰苦施工，终开硕果，即将于8月19日开通试运营。为庆祝新线路的开通试运营，郑州市轨道交通2号线一... 备受市民关注的郑州市轨道交通2号线一期工程在全社会的理解和支持下，历经数年的艰苦施工，终开硕果，即将于8月19日开通试运营。为庆祝新线路的开通试运营，郑州市轨道交通2号线一,2025-12-24
408,ZZM_CN_a1a53fc5974e,zzmetro.cn,2016-08-12 17:02:00,2016-08-12 17:00:00,荥阳市四大班子主要领导到公司交流座谈 8月10日，荥阳市委书记宋书杰带领市四大班子主要领导莅临公司，与公司主要领导就轨道交通涉及荥阳段建设相关问题进行交流座谈。会上，宋书杰书记一行认真听取了郑州市轨道交通涉... 8月10日，荥阳市委书记宋书杰带领市四大班子主要领导莅临公司，与公司主要领导就轨道交通涉及荥阳段建设相关问题进行交流座谈。会上，宋书杰书记一行认真听取了郑州市轨道交通涉,2025-12-24
409,ZZM_CN_d6b0972d459f,zzmetro.cn,2016-08-12 17:00:00,2016-08-12 17:00:00,市文明办主任裴保顺一行来公司进行调研 8月11日，市委宣传部副部长、市文明办主任裴保顺一行来公司进行公共文明素养提升调研。市文明办副主任薛土岭，市委办公厅秘书三处处长曹永涛，市国资委党委副书记黄名坤，市文明办... 8月11日，市委宣传部副部长、市文明办主任裴保顺一行来公司进行公共文明素养提升调研。市文明办副主任薛土岭，市委办公厅秘书三处处长曹永涛，市国资委党委副书记黄名坤，市文明办,2025-12-24
410,ZZM_CN_dbba27010fe7,zzmetro.cn,2016-08-06 16:59:00,2016-08-06 16:00:00,市政协老领导察看2号线一期工程试运行情况 8月4日，市政协原副主席李生盛、江武生、张世诚、顿啟明、王力建、牛西岭及离退休县处级老领导近50余人参观了2号线紫荆山站建设情况，并试乘电客车至南三环站，体验2号线试运行情... 8月4日，市政协原副主席李生盛、江武生、张世诚、顿啟明、王力建、牛西岭及离退休县处级老领导近50余人参观了2号线紫荆山站建设情况，并试乘电客车至南三环站，体验2号线试运行情,2025-12-24
411,ZZM_CN_66bd6b15ba7f,zzmetro.cn,2016-07-28 16:48:00,2016-07-28 16:00:00,公司举办“党章党规党史”知识竞赛活动 7月22日，公司“党章党规党史”知识竞赛决赛成功举行。市国资委党委书记、主任李秀山，党建工作处处长邹憬，市纪委、市监察局驻公司特派员以及公司党委委员、各支部书... 7月22日，公司“党章党规党史”知识竞赛决赛成功举行。市国资委党委书记、主任李秀山，党建工作处处长邹憬，市纪委、市监察局驻公司特派员以及公司党委委员、各支部书,2025-12-24
412,ZZM_CN_a91eff80dc41,zzmetro.cn,2016-07-15 16:59:00,2016-07-15 16:00:00,省安监局副局长郝敬红到公司视察 7月12日，河南省安监局副局长郝敬红一行到公司视察工程建设及运营安全管理情况。 郝敬红一行查看了2号线一期工程部分车站，并询问了解工程建设概况、安全管理措施、试运行期间... 7月12日，河南省安监局副局长郝敬红一行到公司视察工程建设及运营安全管理情况。 郝敬红一行查看了2号线一期工程部分车站，并询问了解工程建设概况、安全管理措施、试运行期间,2025-12-24
413,ZZM_CN_4267b867cca0,zzmetro.cn,2016-07-08 16:50:00,2016-07-08 16:00:00,省公安消防总队韩建平指导轨道交通消防工作 6月15日，省公安消防总队防火部部长韩建平带领市公安消防支队政委陈平、支队长候少清等省市两级消防部门莅临公司，听取轨道交通消防设计审核、验收工作进展及存在问题的汇报，并... 6月15日，省公安消防总队防火部部长韩建平带领市公安消防支队政委陈平、支队长候少清等省市两级消防部门莅临公司，听取轨道交通消防设计审核、验收工作进展及存在问题的汇报，并,2025-12-24
414,ZZM_CN_72dbc782bbd9,zzmetro.cn,2016-07-04 17:50:00,2016-07-04 17:00:00,公司倡导文明新风规范婚嫁寿诞操办事宜 为倡导尚俭戒奢、崇廉拒腐、公私分明、干净做事的企业廉洁文化氛围，公司针对近年来社会上在操办婚丧嫁娶出现的借机敛财、铺张浪费、滥用公车等问题，出台了《关于倡导文明新风... 为倡导尚俭戒奢、崇廉拒腐、公私分明、干净做事的企业廉洁文化氛围，公司针对近年来社会上在操办婚丧嫁娶出现的借机敛财、铺张浪费、滥用公车等问题，出台了《关于倡导文明新风,2025-12-24
415,ZZM_CN_a844dee54b23,zzmetro.cn,2016-06-08 13:14:00,2016-06-08 13:00:00,郑州市轨道交通2号线一期工程开始空载试运行 5月16日，备受省会人民关注的2号线一期工程迎来了又一历史性的关键节点。第一列电客车缓缓驶出城南车辆段进入正线区间，2号线一期工程正式开始空载试运行，标志着2号线一期工程由... 5月16日，备受省会人民关注的2号线一期工程迎来了又一历史性的关键节点。第一列电客车缓缓驶出城南车辆段进入正线区间，2号线一期工程正式开始空载试运行，标志着2号线一期工程由,2025-12-24
416,ZZM_CN_8bcef75988fd,zzmetro.cn,2016-06-01 12:29:00,2016-06-01 12:00:00,省委常委、市委书记马懿视察地铁 5月30日，省委常委、市委书记马懿带领市直相关部门负责人来到2号线一期工程建设现场，视察轨道交通建设情况。... 5月30日，省委常委、市委书记马懿带领市直相关部门负责人来到2号线一期工程建设现场，视察轨道交通建设情况。,2025-12-24
417,ZZM_CN_27d93b78fbfa,zzmetro.cn,2016-05-21 13:19:00,2016-05-21 13:00:00,张俊峰副市长视察轨道交通2号线一期工程 5月18日，副市长张俊峰带领市城乡规划局、市征收办、管城区、金水区相关部门负责同志察看郑州市轨道交通2号线一期工程。公司主要领导陪同。 张俊峰饶有兴致地从站马屯站登上... 5月18日，副市长张俊峰带领市城乡规划局、市征收办、管城区、金水区相关部门负责同志察看郑州市轨道交通2号线一期工程。公司主要领导陪同。 张俊峰饶有兴致地从站马屯站登上,2025-12-24
418,ZZM_CN_1a104299f07b,zzmetro.cn,2016-05-18 13:20:00,2016-05-18 13:00:00,市政府督查室副主任赵宏聚到施工站点督查 5月16日，市政府督查室副主任赵宏聚一行到项目现场督查2016年市政府十件实事推进情况。公司相关人员陪同。 “轨道交通2号线一期工程10月1日前试运营，轨道交通1号线二期年... 5月16日，市政府督查室副主任赵宏聚一行到项目现场督查2016年市政府十件实事推进情况。公司相关人员陪同。 “轨道交通2号线一期工程10月1日前试运营，轨道交通1号线二期年,2025-12-24
419,ZZM_CN_094fa120e624,zzmetro.cn,2016-05-18 13:19:00,2016-05-18 13:00:00,绵阳市政协主席张锦明一行到公司考察交流 5月16日、17日，绵阳市政协党组书记、主席张锦明带领绵阳市发改、规划、城建、环保等部门负责人到我市专题考察地铁建设情况。郑州市政协副主席王顺生，公司主要领导陪同。 5月1... 5月16日、17日，绵阳市政协党组书记、主席张锦明带领绵阳市发改、规划、城建、环保等部门负责人到我市专题考察地铁建设情况。郑州市政协副主席王顺生，公司主要领导陪同。 5月1,2025-12-24
420,ZZM_CN_157d8b06008a,zzmetro.cn,2016-05-15 13:25:00,2016-05-15 13:00:00,公司党委召开“两学一做”学习教育动员会 5月10日，公司党委召开“两学一做”学习教育动员会，公司党委书记、董事长、总经理张洲出席会议并作动员讲话。公司特派员、党委委员，各基层党组织书记、委员，中层党员... 5月10日，公司党委召开“两学一做”学习教育动员会，公司党委书记、董事长、总经理张洲出席会议并作动员讲话。公司特派员、党委委员，各基层党组织书记、委员，中层党员,2025-12-24
421,ZZM_CN_f2f34d8b701b,zzmetro.cn,2016-05-08 13:24:00,2016-05-08 13:00:00,交通运输部检查轨道交通运营安全管理工作 4月19日，受交通运输部委派，由湖北省交通运输厅安全处调研员冯泽刚任组长的交通运输部第八检查组一行5人，在省交通厅、市交运委有关部门领导，以及运营分公司班子领导的陪同下，对郑... 4月19日，受交通运输部委派，由湖北省交通运输厅安全处调研员冯泽刚任组长的交通运输部第八检查组一行5人，在省交通厅、市交运委有关部门领导，以及运营分公司班子领导的陪同下，对郑,2025-12-24
422,ZZM_CN_d570f87dfe2c,zzmetro.cn,2016-05-08 13:22:00,2016-05-08 13:00:00,公司召开十大杰出青年员工表彰暨党委思想政治工作会 今年是“五四运动”97周年，为充分发挥“五四”精神对青年员工的激励作用，进一步加强思想政治工作，5月 4日，公司召开十大杰出青年员工表彰暨党委思想政治工... 今年是“五四运动”97周年，为充分发挥“五四”精神对青年员工的激励作用，进一步加强思想政治工作，5月 4日，公司召开十大杰出青年员工表彰暨党委思想政治工,2025-12-24
423,ZZM_CN_17f5a2bae858,zzmetro.cn,2016-03-21 14:41:00,2016-03-21 14:00:00,郑州铁路局军代处总工程师王俊一行来公司座谈交流 去年9月，郑州轨道交通配合中央军委后勤保障部驻郑州铁路局军事代表办事处顺利完成了3次兵员运输任务。3月18日，驻郑州铁路局军事代表办事处总工程师王俊一行到访公司表示感谢，... 去年9月，郑州轨道交通配合中央军委后勤保障部驻郑州铁路局军事代表办事处顺利完成了3次兵员运输任务。3月18日，驻郑州铁路局军事代表办事处总工程师王俊一行到访公司表示感谢，,2025-12-24
424,ZZM_CN_d0eea0d91c73,zzmetro.cn,2016-03-08 14:40:00,2016-03-08 14:00:00,民进郑州市委委员调研轨道交通建设 3月6日，市政协副主席、民进郑州市委主委张民服，民进郑州市委专职副主委兼秘书长赵学庆，郑州市审计局副局长、民进郑州市委副主委徐平，民进郑州市委副主委汪德峰，民进河南省委副主... 3月6日，市政协副主席、民进郑州市委主委张民服，民进郑州市委专职副主委兼秘书长赵学庆，郑州市审计局副局长、民进郑州市委副主委徐平，民进郑州市委副主委汪德峰，民进河南省委副主,2025-12-24
425,ZZM_CN_facbb67f8387,zzmetro.cn,2016-03-04 17:01:00,2016-03-04 17:00:00,公司领导赴市公安消防支队交流座谈 2016年3月2日，公司领导班子及赴郑州市公安消防支队交流，双方就郑州轨道交通1号线一期工程消防验收、2号线等在建线路消防设计审核与验收事宜进行座谈。市公安消防支队政委陈平... 2016年3月2日，公司领导班子及赴郑州市公安消防支队交流，双方就郑州轨道交通1号线一期工程消防验收、2号线等在建线路消防设计审核与验收事宜进行座谈。市公安消防支队政委陈平,2025-12-24
426,ZZM_CN_9e81827b3050,zzmetro.cn,2016-02-18 17:26:00,2016-02-18 17:00:00,新年新气象  新风新作为 公司干部职工举行升旗仪式 为进一步凝聚力量、鼓舞精神、团结一致做好2016年各项工作，2016年春节假期后第一个工作日2月14日上午9点，公司干部职工齐聚调度中心南侧广场，举行庄严的升旗仪式。 此次升旗仪... 为进一步凝聚力量、鼓舞精神、团结一致做好2016年各项工作，2016年春节假期后第一个工作日2月14日上午9点，公司干部职工齐聚调度中心南侧广场，举行庄严的升旗仪,2025-12-24
427,ZZM_CN_ab214c96edbe,zzmetro.cn,2016-02-18 12:07:00,2016-02-18 12:00:00,张俊峰副市长莅临公司考察指导轨道交通工作 2月16日，春节假期后的第三个工作日，副市长张俊峰在市政府副秘书长袁聚平及市城乡规划局、市发改委、市城镇办主要负责同志的陪同下，莅临公司考察指导轨道交通工作，并召开座谈会... 2月16日，春节假期后的第三个工作日，副市长张俊峰在市政府副秘书长袁聚平及市城乡规划局、市发改委、市城镇办主要负责同志的陪同下，莅临公司考察指导轨道交通工作，并召开座谈会,2025-12-24
428,ZZM_CN_159f5f6e46eb,zzmetro.cn,2016-02-03 15:26:00,2016-02-03 15:00:00,市总工会副主席侯振家、公司副总经理祁秋芳 一行慰问公司困难职工 在郑州市总工会领导的关心与指导下，公司工会筹备组逐步建立起完善的困难职工帮扶体系，真正把为职工排忧解难工作落到了实处，有力地维护并促进了公司的和谐安定。2月2日下午，郑州... 在郑州市总工会领导的关心与指导下，公司工会筹备组逐步建立起完善的困难职工帮扶体系，真正把为职工排忧解难工作落到了实处，有力地维护并促进了公司的和谐安定。2月2,2025-12-24
