manifest_id,doc_id,source_domain,event_published_at,event_ts_hour,title,generated_on
161,ZZM_CN_d8f3bdf029af,zzmetro.cn,2020-11-10 09:28:00,2020-11-10 09:00:00,北京理工大学国企党建工作调研组 来公司调研党建创新工作 11月5日，北京理工大学马克思主义学院党委书记、院长刘存福、副院长刘新刚等一行三人，来公司调研党建创新工作。市国资委党委书记、主任李秀山，党委副书记黄名坤，公司党委书记、董事长、总经理张洲一同调研。... 11月5日，北京理工大学马克思主义学院党委书记、院长刘存福、副院长刘新刚等一行三人，来公司调研党建创新工作。市国资委党委书记、主任李秀山，,2025-12-24
162,ZZM_CN_44e8ce6d21dd,zzmetro.cn,2020-11-06 10:26:00,2020-11-06 10:00:00,公司工会参加第十六届全国城市轨道交通企业工会联委会年会 ...,2025-12-24
163,ZZM_CN_0ea730786f9d,zzmetro.cn,2020-10-21 11:32:00,2020-10-21 11:00:00,坝道工程医院郑州地铁分院揭牌成立 坝道工程医院郑州地铁分院揭牌成立... 坝道工程医院郑州地铁分院揭牌成立,2025-12-24
164,ZZM_CN_88c25e5c1d1a,zzmetro.cn,2020-10-10 16:05:00,2020-10-10 16:00:00,庆国庆共致爱国情 勇奋斗熔铸地铁梦 ——公司举行2020年国庆升旗仪式 在新中国成立71周年之际，为弘扬爱国主义精神，进一步激发公司员工爱国爱党爱企情怀。10月9日上午，公司在调度中心办公楼前举行庄严神圣的升旗仪式。... 在新中国成立71周年之际，为弘扬爱国主义精神，进一步激发公司员工爱国爱党爱企情怀。10月9日上午，公司在调度中心办公楼前举行庄严神圣的升旗仪式。,2025-12-24
165,ZZM_CN_c0073a331a1d,zzmetro.cn,2020-09-27 13:15:00,2020-09-27 13:00:00,郑州地铁推出“龙卡郑州地铁商易行IC信用卡” 郑州地铁集团携手中国建设银行河南省分行，联合推出“龙卡郑州地铁商易行IC信用卡”... 郑州地铁集团携手中国建设银行河南省分行，联合推出“龙卡郑州地铁商易行IC信用卡”,2025-12-24
166,ZZM_CN_8468a7e52176,zzmetro.cn,2020-09-25 11:18:00,2020-09-25 11:00:00,郑州地铁发行鼠年中秋纪念票 郑州地铁鼠年中秋纪念票对外发行。本次纪念票采取“新国风”风格，以“月满中秋  花好月圆”为主题，融入明月、山河剪影等元素，古韵悠长，典雅庄重。... 郑州地铁鼠年中秋纪念票对外发行。本次纪念票采取“新国风”风格，以“月满中秋  花好月圆”为主题，融入明月、山河剪影等元素，古韵悠长，典雅庄重。,2025-12-24
167,ZZM_CN_4f2512ab2f58,zzmetro.cn,2020-09-09 15:59:00,2020-09-09 15:00:00,郑州市轨道交通4号线工程今起空载试运行 今天（2020年9月9日）上午，随着试运行指令的发出，郑州市轨道交通4号线工程（以下简称4号线）迎来关键节点——空载试运行，为实现2020年底高质量初期运营奠定了坚实基础。... 今天（2020年9月9日）上午，随着试运行指令的发出，郑州市轨道交通4号线工程（以下简称4号线）迎来关键节点——空载试运行，为实现2020年底高质量初期运营奠定了坚实基础。,2025-12-24
168,ZZM_CN_65f38c453e50,zzmetro.cn,2020-08-28 14:26:00,2020-08-28 14:00:00,新款纪念品点亮地铁文创之旅 近日，资源经营管理部推出《无远弗届》——文创办公雅品系列和《宁静致远》——文创乐享生活系列文化纪念品，创新性开启了郑州地铁文创产业纪念品新类别。... 近日，资源经营管理部推出《无远弗届》——文创办公雅品系列和《宁静致远》——文创乐享生活系列文化纪念品，创新性开启了郑州地铁文创产业纪念品新类别。,2025-12-24
169,ZZM_CN_222789e4170d,zzmetro.cn,2020-08-28 14:17:00,2020-08-28 14:00:00,2020年（第七届）中国城市轨道交通节能技术大会在郑州圆满召开 2020年（第七届）中国城市轨道交通节能技术大会于8月13日~14日在郑州隆重举行，来自城市轨道交通行业业主单位、设计院、科研院校、集成商以及设备厂商的600余名嘉宾齐聚一堂，共同探讨城市轨道交通节能现状、技术应用及发展。... 2020年（第七届）中国城市轨道交通节能技术大会于8月13日~14日在郑州隆重举行，来自城市轨道交通行业业,2025-12-24
170,ZZM_CN_a8aaffad845c,zzmetro.cn,2020-08-21 12:33:00,2020-08-21 12:00:00,第二届“学习强国”河南省千万学员万场答题挑战赛郑州市国资系统初赛成功举办 为充分发挥“学习强国”平台的学习载体作用，进一步提高广大党员干部群众学习积极性，8月14日下午，由公司党委承办的第二届“学习强国”河南省千万学员万场答题挑战赛郑州市国资系统初赛在公司调度中心25楼会议室举行。... 为充分发挥“学习强国”平台的学习载体作用，进一步提高广大党员干部群众学习积极性，8月14日下午，由公司党委承办,2025-12-24
171,ZZM_CN_eb75605be7a5,zzmetro.cn,2020-08-04 17:33:00,2020-08-04 17:00:00,公司领导实地察看3号线一期工程建设进展及还路工作推进情况 8月4日，公司领导带领工程建设项目管理部、技术管理部、质量安全监察部和征迁工作部等相关部门负责人实地察看郑州市轨道交通3号线一期工程建设进展及还路工作推进情况。... 8月4日，公司领导带领工程建设项目管理部、技术管理部、质量安全监察部和征迁工作部等相关部门负责人实地察看郑州市轨道交通3号线一期工程建设进展及还路工作推进情况。,2025-12-24
172,ZZM_CN_26eac1f7adec,zzmetro.cn,2020-08-04 17:32:00,2020-08-04 17:00:00,郑州地铁•商易行APP接入城轨易行平台 实现跨区域互联互通 8月4日，郑州地铁•商易行APP正式接入城轨易行平台，郑州地铁与福州、南昌、苏州、无锡、常州5座城市的轨道交通出行二维码相连接，实现跨区域互联互通。这是郑州市承载国家中心城市建设、黄河流域生态保护和高质量发展机遇，与长江经济带深度对接又一项新举措。... 8月4日，郑州地铁•商易行APP正式接入城轨易行平台，郑州地铁与福州、南昌、苏州、无,2025-12-24
173,ZZM_CN_a4798fa54b5e,zzmetro.cn,2020-07-31 15:11:00,2020-07-31 15:00:00,发现郑州地铁里的文化流光——1号线篇 地铁站各具特色的文化墙成为了一个城市的文化名片，就像流动的博物馆。每条线路每座车站的文化墙都有着不同的特色。1号线作为郑州第一条开通运营的线路车站设计各具特色，特别是10个含有文化墙的车站成为了乘客的“网红站”。... 地铁站各具特色的文化墙成为了一个城市的文化名片，就像流动的博物馆。每条线路每座车站的文化墙都有着不同的特色。1号线作为郑州第一条开通运营的线路,2025-12-24
174,ZZM_CN_3d37c0a647f4,zzmetro.cn,2020-07-24 12:28:00,2020-07-24 12:00:00,公司举办省级文明单位揭牌仪式 7月21日上午，公司在调度中心举办省级文明单位揭牌仪式，公司领导班子成员，集团公司各部门负责人参加。... 7月21日上午，公司在调度中心举办省级文明单位揭牌仪式，公司领导班子成员，集团公司各部门负责人参加。,2025-12-24
175,ZZM_CN_4b22f0a3afa1,zzmetro.cn,2020-07-20 15:14:00,2020-07-20 15:00:00,全民防骗 幸福康宁 地铁防骗宣传周启动仪式在康宁街站举行 7月15日，由郑州市公安局主办、地铁集团承办的“全民防骗 幸福康宁”地铁防骗宣传周启动仪式在地铁5号线康宁街站举行，市打击治理电信网络新型违法犯罪联席会议办公室主任、市公安局党委委员、副局长马会强，公司党委副书记、工会主席张军，市公安局犯罪侦查局党委委员、副局长周玉新，市国资委信访处处长夏建新出席启动仪式，市公安局及郑州地铁志愿者代表50余,2025-12-24
176,ZZM_CN_bc6730deaae4,zzmetro.cn,2020-07-09 17:28:00,2020-07-09 17:00:00,地铁集团配合郑东新区新时代文明实践中心 创新形式 打造地铁站为城市文明新窗口 7月9日上午，郑东新区新时代文明实践中心在郑州东站地铁站举办“郑东新区新时代文明实践宣讲窗”揭幕仪式，“宣讲窗”在郑东新区各地铁站正式投放。郑东新区创卫办副主任聂京现，地铁集团党群工作部、运营分公司相关工作人员参加。... 7月9日上午，郑东新区新时代文明实践中心在郑州东站地铁站举办“郑东新区新时代文明实践宣讲窗”揭幕仪,2025-12-24
177,ZZM_CN_faadb37e8208,zzmetro.cn,2020-06-15 16:30:00,2020-06-15 16:00:00,市2020年第二批重大项目集中 开工仪式在轨道交通6号线一期工程 小营站隆重举行 6月5日，郑州市2020年第二批重大项目集中开工仪式在轨道交通6号线一期工程小营站举行。省委常委、市委书记徐立毅宣布开工，副省长、市长王新伟作重要讲话。公司党委班子成员参加仪式活动。... 6月5日，郑州市2020年第二批重大项目集中开工仪式在轨道交通6号线一期工程小营站举行。省委常委、市委书记徐立毅宣布开工，副省长,2025-12-24
178,ZZM_CN_f31c2a91671d,zzmetro.cn,2020-06-05 16:42:00,2020-06-05 16:00:00,一环同心   绿城有5 5月20日，郑州地铁在5号线市第二人民医院站举办了“一环同心   绿城有5”主题活动。... 5月20日，郑州地铁在5号线市第二人民医院站举办了“一环同心   绿城有5”主题活动。,2025-12-24
179,ZZM_CN_2f388366e95b,zzmetro.cn,2020-05-28 10:27:00,2020-05-28 10:00:00,"李克强到政协与科学家谈到什么,坦言自己""感到不安"" ...",2025-12-24
180,ZZM_CN_b195bfca73a5,zzmetro.cn,2020-05-28 10:23:00,2020-05-28 10:00:00,全国政协十三届三次会议闭幕 ...,2025-12-24
181,ZZM_CN_a941a5998e9d,zzmetro.cn,2020-05-28 10:18:00,2020-05-28 10:00:00,李克强“报告”到这里，接连3次被掌声打断 ...,2025-12-24
182,ZZM_CN_0a7fdc06a68a,zzmetro.cn,2020-05-26 15:13:00,2020-05-26 15:00:00,守住底线 稳中求进——从全国两会看“六稳”“六保”如何发力 ...,2025-12-24
183,ZZM_CN_563e6dc17fbe,zzmetro.cn,2020-05-25 10:20:00,2020-05-25 10:00:00,习近平在参加湖北代表团审议时强调 整体谋划系统重塑全面提升 织牢织密公共卫生防护网 ...,2025-12-24
184,ZZM_CN_af75d5a7e3fe,zzmetro.cn,2020-05-24 21:59:00,2020-05-24 21:00:00,凝心聚力砥砺奋进  迎难而上共克时艰——代表委员审议讨论政府工作报告 ...,2025-12-24
185,ZZM_CN_f19901c50fdc,zzmetro.cn,2020-05-23 23:07:00,2020-05-23 23:00:00,李克强：这笔资金中央一点不留，省里也只做“过路财神” 李克强总理5月23日上午参加十三届全国人大三次会议广西代表团审议时指出，当前有效应对疫情对经济社会发展的冲击，必须更大力度坚持改革开放。总理说，今年政府工作报告中提出，“六保”是“六稳”工作的着力点。守住“六保”底线，就能稳住经济基本盘。而要实现“六保”，就必须扩大改革开放，充分调动市场主体的积极性和创造性，更大激发市场活力。... 李克强总理,2025-12-24
186,ZZM_CN_1d9345528065,zzmetro.cn,2020-05-11 15:18:00,2020-05-11 15:00:00,郑州地铁集团有限公司党委召开学习《习近平给郑州圆方集团全体职工的回信》专题会 5月7日，郑州地铁集团有限公司举行学习贯彻习近平总书记给郑州圆方集团全体职工重要回信精神专题会。会议由公司党委书记、董事长、总经理张洲主持，公司党委副书记、工会主席张军传达学习了《习近平给郑州圆方集团全体职工的回信》及省委市委关于学习贯彻习近平总书记给郑州圆方集团全体职工的重要回信精神，基层党组织主要负责同志分别结合本职,2025-12-24
187,ZZM_CN_9008667fc6d4,zzmetro.cn,2020-04-29 17:38:00,2020-04-29 17:00:00,公司召开2020年精神文明建设暨宣传思想工作会 4月28日上午，公司2020年精神文明建设暨宣传思想工作会在调度中心25楼会议室召开。公司党委副书记张军，精神文明建设相关责任部门负责同志，机关党委各支部宣传委员、运营分公司生产中心党委副书记参加。... 4月28日上午，公司2020年精神文明建设暨宣传思想工作会在调度中心25楼会议室召开。公司党委副书记张军，精神文明建设相关责任部门负责同志，机关党,2025-12-24
188,ZZM_CN_9b0309bd8c69,zzmetro.cn,2020-04-27 16:52:00,2020-04-27 16:00:00,公司员工获评郑州市“文明市民” “文明市民”是郑州市为培育和践行社会主义核心价值观，进一步推动道德建设，提升市民文明素养而开展的月度评选活动，张聪辉是公司第一个被评选为郑州市“文明市民”的员工。,2025-12-24
189,ZZM_CN_bd9e3dab3de7,zzmetro.cn,2020-04-16 11:42:00,2020-04-16 11:00:00,郑州地铁抗疫文创纪念票发售  每套可不限里程免费乘车20次 郑州地铁推出抗疫文创纪念票，向救死扶伤、不辱使命的“逆行者”致以最崇高的敬意。... 郑州地铁推出抗疫文创纪念票，向救死扶伤、不辱使命的“逆行者”致以最崇高的敬意。,2025-12-24
190,ZZM_CN_cee011d16c25,zzmetro.cn,2020-02-24 16:33:00,2020-02-24 16:00:00,公司领导一行检查指导在建线路复工及疫情防控情况 为进一步压实轨道交通在建工程复工和疫情防控工作，2月23日上午，公司领导及相关部门负责人，深入在建工程段（场）、站点，检查指导复工组织及疫情防控措施落实情况。... 为进一步压实轨道交通在建工程复工和疫情防控工作，2月23日上午，公司领导及相关部门负责人，深入在建工程段（场）、站点，检查指导复工组织及疫情防控措施落实情况。,2025-12-24
191,ZZM_CN_ae1cfc48eea7,zzmetro.cn,2020-02-24 09:47:00,2020-02-24 09:00:00,郑州地铁集团有限公司领导至运营分公司段场检查指导疫情防控工作 随着郑州市复工复产有序推进，地铁作为疫情防控重要前沿阵地，更要从严从细全面做好各项防控工作。2月23日，郑州地铁集团领导到运营分公司进行实地检查指导疫情防控工作，强调当前疫情防控形势仍然严峻、复杂，要继续狠抓防控措施，严查防控隐患，夯实防控责任，在地铁运营和管理各个环节织密疫情防控网络，为防控疫情传播和服务市民出行提供坚强后勤保障。..,2025-12-24
192,ZZM_CN_5c1eb182cb8f,zzmetro.cn,2020-02-22 11:04:00,2020-02-22 11:00:00,复工战“疫”两手抓！机许市域铁路（郑州段）首个标段实现复工 2月19日，由郑州地铁集团负责建设的机许市域铁路(郑州段)土建04标顺利通过航空港区相关部门首批复工工地验收，成为郑州市轨道交通第一个实现复工的标段。目前该标段的翱迎区间左线盾构已开始掘进，施工平稳。... 2月19日，由郑州地铁集团负责建设的机许市域铁路(郑州段)土建04标顺利通过航空港区相关部门首批复工工地验收，成为郑州市轨道交通第一,2025-12-24
193,ZZM_CN_22400b45f560,zzmetro.cn,2020-02-18 12:20:00,2020-02-18 12:00:00,郑州地铁暂停发售单程票 APP无接触式乘车更安全 自2月21日起，郑州地铁将关闭车站自动售票机，暂停发售单程票，最大程度降低人群接触式交叉感染，全力保障市民的生命安全和身体健康。乘客在此期间可使用郑州地铁•商易行APP无接触式手机扫码进站乘车，绿城通、老年卡、学生卡、计次卡等已发售卡票可继续使用。自动售票机使用恢复时间将视疫情发展情况，具体时间另行通知。... 自2月21日起，郑州地铁将关闭车站自,2025-12-24
194,ZZM_CN_b00240119a4b,zzmetro.cn,2020-02-17 13:15:00,2020-02-17 13:00:00,战“疫”中的担当  ——郑州地铁党员在防控一线践行初心使命 新冠肺炎疫情防控工作开展以来，郑州地铁集团广大党员不忘初心、牢记使命，把疫情防控作为当前最重要、最紧迫的政治任务，团结带领广大员工坚决贯彻落实党中央和省、市党委决策部署，以战时状态迅速响应，有力有序开展工作，充分发挥党的政治优势、组织优势和密切联系群众的优势，为广大市民和乘客生命安全筑起一道坚实的防线。... 新冠肺炎疫情防控工作开展以来,2025-12-24
195,ZZM_CN_e46b873acf3e,zzmetro.cn,2020-02-14 23:20:00,2020-02-14 23:00:00,进站无需驻足！郑州地铁部分车站启用热成像技术保障乘客出行安全 为实现更快捷、安全地对进站乘客进行体温检测，避免大客流车站因人员聚集引发交叉感染，郑州地铁针对疫情，增配固定式热成像体温检测设备，提高了工作效率，同时防止因筛查而出现人员扎堆。... 为实现更快捷、安全地对进站乘客进行体温检测，避免大客流车站因人员聚集引发交叉感染，郑州地铁针对疫情，增配固定式热成像体温检测设备，提高了工作效率，同时防止,2025-12-24
196,ZZM_CN_0088fda60f46,zzmetro.cn,2020-02-10 15:56:00,2020-02-10 15:00:00,公司领导深入运营分公司检查督导疫情防控工作 员工返郑复工后防控措施是否到位、员工工作生活是否方便？ 2月10日上午，公司领导深入运营分公司郑东车辆段实地检查督导疫情防控工作。... 员工返郑复工后防控措施是否到位、员工工作生活是否方便？ 2月10日上午，公司领导深入运营分公司郑东车辆段实地检查督导疫情防控工作。,2025-12-24
197,ZZM_CN_8116848bd5c3,zzmetro.cn,2020-02-01 20:59:00,2020-02-01 20:00:00,公司领导深入运营一线检查督导疫情防控工作 为深入学习贯彻习近平总书记关于疫情防控工作的重要指示，坚决贯彻落实中央、省、市关于新型冠状病毒感染的肺炎预防控制工作的部署，在春运返程高峰到来之际，切实做好新型冠状病毒感染的肺炎防控工作，有效遏制新型冠状病毒感染的肺炎传播，2月1日上午，公司领导一行先后来到郑州地铁新郑机场站和孟庄车辆段进行检查督导。... 为深入学习贯彻习近平总书记关于疫情防控工作的重要,2025-12-24
198,ZZM_CN_f0f19d3cb501,zzmetro.cn,2020-01-31 23:14:00,2020-01-31 23:00:00,郑州地铁集团领导一行到运营一线检查督导疫情防控工作 为切实做好新型冠状病毒感染的肺炎防控工作，1月31日，郑州地铁集团领导一行到地铁车站检查督导车站落实疫情防控措施，慰问一线工作人员。检查督导人员强调，在人员流动高峰到来之际，运营服务人员要高度重视，提高防控标准，确保防控措施全覆盖、无死角，保障广大乘客的生命安全和身体健康。... 为切实做好新型冠状病毒感染的肺炎防控工作，1月31日，郑州地铁集团,2025-12-24
199,ZZM_CN_945edee766a6,zzmetro.cn,2020-01-27 16:56:00,2020-01-27 16:00:00,全力打赢疫情防控阻击战 切实保护好人民群众生命安全和身体健康 1月26日，全市新型冠状病毒肺炎疫情防控工作电视电话会议召开，学习贯彻习近平总书记重要讲话精神和中央政治局常委会会议精神，落实省委书记王国生在郑检查疫情防控工作时的讲话要求和全省电视电话会议精神，对疫情防控工作再研究、再部署、再动员。省委常委、市委书记徐立毅强调，要坚持块抓条保、压实责任、分包到人，尽快摸清底数，全力做好病员救治和人员隔,2025-12-24
200,ZZM_CN_edd4fd480b0f,zzmetro.cn,2020-01-27 16:55:00,2020-01-27 16:00:00,郑州发布疫情防控1、2号通告：进出郑州班线 旅游客运全部暂停 昨日，郑州市新型冠状病毒感染的肺炎疫情防控领导小组办公室发布1、2号通告，通告要求：所有进出郑州市的班线、旅游客运全部暂停经营；公共场所须佩戴口罩；由外地返郑人员须居家观察两周。 ... 昨日，郑州市新型冠状病毒感染的肺炎疫情防控领导小组办公室发布1、2号通告，通告要求：所有进出郑州市的班线、旅游客运全部暂停经营；公共场所须佩戴口罩；由,2025-12-24
201,ZZM_CN_2d33a6d1fa3a,zzmetro.cn,2020-01-27 16:42:00,2020-01-27 16:00:00,强化行动 强化落实 织密防控网 阻断传染源 1月26日下午，省委常委、市委书记徐立毅在航空港实验区调研疫情防控工作时强调，要深入贯彻习近平总书记重要讲话和中央政治局常委会会议精神，按照省委、省政府部署，块抓条保、压实责任，强化行动、强化落实，织密防控网、阻断传染源，坚决遏制疫情蔓延扩散。,2025-12-24
202,ZZM_CN_2930b1978683,zzmetro.cn,2020-01-26 15:17:00,2020-01-26 15:00:00,防控疫情我们在一起！ 根据河南省重大突发公共卫生事件一级响应要求，为进一步加强疫情防控工作，自1月26日起，市民乘客进站乘车时必须佩戴口罩，否则车站工作人员将予阻止劝离。郑州地铁与您一起，万众一心、众志成城，认真做好防护防控，打赢疫情防控战！防控疫情，需要您的理解和配合，我们一起加油！... 根据河南省重大突发公共卫生事件一级响应要求，为进一步加强疫情防控工作，自1月26日起，市民乘客进站乘车时必,2025-12-24
203,ZZM_CN_1cdb54114087,zzmetro.cn,2020-01-25 20:43:00,2020-01-25 20:00:00,取消聚会，平安过年 ...,2025-12-24
204,ZZM_CN_bd9cfb6ffb0f,zzmetro.cn,2020-01-24 18:00:00,2020-01-24 18:00:00,郑州地铁疫情防控措施升级   自1月24日起对进站乘客进行体温测量 针对近期国内多地发现新型冠状病毒感染的肺炎疫情，郑州地铁集团认真贯彻落实国家和省市政府以及市交通局工作要求，配合卫健委制定并启动专项应急预案，采取切实有效措施，加大防控力度，全力以赴做好春节期间疫情防控工作，确保乘客安全。 ... 针对近期国内多地发现新型冠状病毒感染的肺炎疫情，郑州地铁集团认真贯彻落实国家和省市政府以及市交通局工,2025-12-24
205,ZZM_CN_d623c160dfd3,zzmetro.cn,2020-01-23 12:29:00,2020-01-23 12:00:00,郑州地铁开展“让爱回家”春运志愿服务活动 1月16日，郑州地铁启动了“让爱回家”春运志愿服务活动。运营分公司I-bang志愿者团、晶晶志愿服务队、暖心志愿服务队、臻心志愿服务以及社会招募志愿者代表30余人参加活动。... 1月16日，郑州地铁启动了“让爱回家”春运志愿服务活动。运营分公司I-bang志愿者团、晶晶志愿服务队、暖心志愿服务队、臻心志愿服务以及社会招募志愿者代表30余人参加活动。,2025-12-24
206,ZZM_CN_ff617ff2fb4d,zzmetro.cn,2020-01-23 11:38:00,2020-01-23 11:00:00,“郑州地铁•商易行”APP注册量突破1000万 1月18日，“郑州地铁•商易行”APP注册用户量突破1000万人，用户累计使用量达1.18亿人次，单日使用量近66万人次，每天有超过50%的乘客通过手机扫码或刷脸进站方式乘坐郑州地铁。... 1月18日，“郑州地铁•商易行”APP注册用户量突破1000万人，用户累计使用量达1.18亿人次，单日使用量近66万人次，每天有超过50%的乘客通过手机扫码或刷,2025-12-24
207,ZZM_CN_9c141dab644f,zzmetro.cn,2020-01-13 16:52:00,2020-01-13 16:00:00,于东辉一行到郑州地铁调研、指导工作 1月9日，郑州市委常委、政法委书记于东辉一行到郑州地铁调研、指导工作，重点查看平安建设宣传及正线安保措施落实情况，公司相关领导陪同。... 1月9日，郑州市委常委、政法委书记于东辉一行到郑州地铁调研、指导工作，重点查看平安建设宣传及正线安保措施落实情况，公司相关领导陪同。,2025-12-24
208,ZZM_CN_67aad10f0af4,zzmetro.cn,2019-12-28 10:46:00,2019-12-28 10:00:00,郑州市轨道交通2号线二期于12月28日初期运营 在市委市政府的正确领导和社会各界朋友的关心支持下，历时3年的工程建设，郑州市轨道交通2号线二期工程以高标准通过初期运营前安全评估，于2019年12月28日11时16分开通载客。... 在市委市政府的正确领导和社会各界朋友的关心支持下，历时3年的工程建设，郑州市轨道交通2号线二期工程以高标准通过初期运营前安全评估，于2019年12月28日11时16分开,2025-12-24
209,ZZM_CN_917044fcdb77,zzmetro.cn,2019-12-27 10:46:00,2019-12-27 10:00:00,郑州地铁全线网实现刷脸过闸 12月3日，继今年9月27日郑州地铁1号线及14号线一期开通刷脸乘车后，2号线一期、5号线及城郊铁路一期也开通刷脸乘车，这意味着郑州地铁所有运营线路已经全部支持刷脸乘车，为广大市民地铁出行提供了更加智能化的乘车体验。... 12月3日，继今年9月27日郑州地铁1号线及14号线一期开通刷脸乘车后，2号线一期、5号线及城郊铁路一期也开通刷脸乘车，这意味着郑州地铁所有运营线路,2025-12-24
210,ZZM_CN_14c4f2feb95d,zzmetro.cn,2019-12-27 10:12:00,2019-12-27 10:00:00,郑州地铁集团开展“不忘初心、牢记使命” 主题教育知识竞赛 为深入推进“不忘初心、牢记使命”主题教育，引导公司全体党员干部把读原著、学原文、悟原理贯穿学习始终，切实加强思想理论武装，11月29号下午，郑州地铁集团有限公司在郑东车辆段综合楼五楼多功能厅举办了“不忘初心、牢记使命”主题教育知识竞赛。... 为深入推进“不忘初心、牢记使命”主题教育，引导公司全体党员干部把读原著、学原文、悟原理贯穿学习始终,2025-12-24
211,ZZM_CN_b5952a62ec38,zzmetro.cn,2019-12-27 10:05:00,2019-12-27 10:00:00,郑州地铁在第十一届全国交通运输行业“捷安杯”城市轨道交通服务员职业技能大赛中载誉而归 郑州地铁在第十一届全国交通运输行业“捷安杯”城市轨道交通服务员职业技能大赛中载誉而归,2025-12-24
212,ZZM_CN_2c2e8cdd0557,zzmetro.cn,2019-11-24 21:49:00,2019-11-24 21:00:00,郑州地铁多个项目获得中国城市轨道交通科技创新创业大赛奖项 11月10日，由中国土木工程学会指导，北京城建集团、北京交通大学、同济大学、西南交通大学、清华大学联合主办的第二届中国城市轨道交通科技创新创业大赛全国总决赛在北京举行。本次大赛，郑州地铁有多个创新项目和课题参赛，其中机电中心的《城市轨道交通设备健康管理（EHM）关键技术研究》项目从北方赛区的初赛、复赛中脱颖而出，获得全国总决赛优秀项目奖，《,2025-12-24
213,ZZM_CN_e8a8ca2548a3,zzmetro.cn,2019-11-24 21:38:00,2019-11-24 21:00:00,学习党史国史、牢记初心使命——河南省委党校康来云教授到郑州地铁集团开展主题教育专题讲座 为深入贯彻落实习近平新时代中国特色社会主义思想，推动“不忘初心、牢记使命”主题教育往深里走、实里走、心里走，11月8日上午，河南省委党校康来云教授在郑州地铁集团运营分公司培训中心为公司广大党员领导干部做了《学习党史国史、牢记初心使命》主题教育专题讲座。... 为深入贯彻落实习近平新时代中国特色社会主义思想，推动,2025-12-24
214,ZZM_CN_3dfe9b97bd2c,zzmetro.cn,2019-11-24 21:31:00,2019-11-24 21:00:00,公司开展“不忘初心、牢记使命”主题教育 第三期集中学习 11月7日—8日，公司“不忘初心、牢记使命”主题教育第三期集中学习在郑东车辆段培训学院举行，公司党委成员，公司机关党委各党支部书记、按照中层正职岗位管理的人员，运营分公司党委成员、三级党委书记和副书记、各基层党组织书记共115人参加学习。... 11月7日—8日，公司“不忘初心、牢记使命”主题教育第三期集中学习在郑东车辆段培训学院举行，公司党,2025-12-24
215,ZZM_CN_98a2dd8022d8,zzmetro.cn,2019-11-24 21:07:00,2019-11-24 21:00:00,公司召开“不忘初心、牢记使命”主题教育 对照党章党规找差距专题会议 11月4日上午，公司党委在17楼会议室召开 “不忘初心、牢记使命”主题教育对照党章党规找差距专题会议，公司党委书记、董事长、总经理张洲主持会议，公司党委成员、市委“不忘初心、牢记使命”主题教育第十五巡回指导组成员参加此次会议。... 11月4日上午，公司党委在17楼会议室召开 “不忘初心、牢记使命”主题教育对照党章党规找差距专题会,2025-12-24
216,ZZM_CN_c475e08d6544,zzmetro.cn,2019-11-24 20:53:00,2019-11-24 20:00:00,公司召开专项以案促改活动推进会 为全面贯彻落实全市国资系统专项以案促改动员暨警示教育会和全市国资系统以案促改推进会会议精神，推进公司“不忘初心、牢记使命”主题教育工作扎实开展，11月4日上午，公司召开专项以案促改活动推进会，公司领导班子成员，机关党委各支部书记、纪检委员，运营分公司党委书记、纪委书记，各部门主要负责人参加会议。... 为全面贯彻落实全市国资系统专项以案促改动员暨警示教育会和全市国资,2025-12-24
217,ZZM_CN_b59ca8803059,zzmetro.cn,2019-11-24 20:35:00,2019-11-24 20:00:00,公司党委召开“不忘初心、牢记使命”主题教育领导小组专题会议 11月4日上午，公司党委在调度中心17楼会议室召开“不忘初心、牢记使命”主题教育领导小组专题会议，就公司主题教育活动开展以来的工作进行总结，对11月份工作进行部署。公司“不忘初心、牢记使命”主题教育领导小组成员参加会议。... 11月4日上午，公司党委在调度中心17楼会议室召开“不忘初心、牢记使命”主题教育领导小组专题会议，就公司主题教育,2025-12-24
218,ZZM_CN_210e464e425d,zzmetro.cn,2019-11-22 16:27:00,2019-11-22 16:00:00,务实重干解民忧 担当作为纾民困——郑州市轨道交通1号线二期工程河南大学新区站正式启用 11月21日上午10点整，郑州市轨道交通1号线二期工程河南大学新区站D、F出入口正式启用，郑州市轨道交通1号线30个车站实现全部投用。... 11月21日上午10点整，郑州市轨道交通1号线二期工程河南大学新区站D、F出入口正式启用，郑州市轨道交通1号线30个车站实现全部投用。,2025-12-24
219,ZZM_CN_c5f90a8b3502,zzmetro.cn,2019-11-20 11:10:00,2019-11-20 11:00:00,市国资委党委书记、主任李秀山调研郑州地铁集团基层党建工作 11月18日，郑州市国资委党委书记、主任李秀山一行7人先后到郑州地铁5号线居易主所、运营分公司孟庄车辆段调研基层党建工作。郑州地铁集团有限公司党委副书记、工会主席张军，分公司党委书记、总经理刘宏泰等陪同调研。... 11月18日，郑州市国资委党委书记、主任李秀山一行7人先后到郑州地铁5号线居易主所、运营分公司孟庄车辆段调研基层党建工作。郑州,2025-12-24
